final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio,tracking_error,benchmark_beta,avg_turnover,total_turnover,rebalance_count,rebalance_turnover_mean,rebalance_turnover_max,position_adjustment,rebalance_tolerance,dropped_target_adjustment_count,dropped_target_adjustments,risk_xray_hhi,risk_xray_effective_n,risk_xray_annualized_vol,risk_xray_max_drawdown,risk_xray_avg_invested
24423105.58049582,23.423105580495818,0.41432498561090947,-0.5509346151780632,1.0730778084588495,0.752,1.3981,0.7664151997764739,2.4118,7.9134,146,87.4,3579,31.421113,-7.998007,-0.1625,0.163319,0.9397,0.009957,23.129968,48,0.268125,0.495,rebalance,0.0,0,[],0.1314123138618965,7.6096369557187575,0.3857365513461223,-0.5259830106425772,0.8191090308160386
