timestamp,AAPL.US
2024-04-04,0.9999840159317861
2024-04-05,0.9999840875652959
2024-04-08,0.9999839808223979
2024-04-09,0.9999840960054333
2024-04-10,0.9999839168538251
2024-04-11,0.9999845839113967
2024-04-12,0.9999847157612304
2024-04-15,0.9999843741302832
2024-04-16,0.9999840687768463
2024-04-17,0.9999839379148665
2024-04-18,0.9999838456048744
2024-04-19,0.999983645881731
2024-04-22,0.9999837287156447
2024-04-23,0.9999838320544311
2024-04-24,0.9999840348450137
2024-04-25,0.9999841166001866
2024-04-26,0.9999840612487502
2024-04-29,0.9999844470796749
2024-04-30,0.9999841576300927
2024-05-01,0.9999840612487502
2024-05-02,0.9999844048339513
2024-05-03,0.9999852850154559
2024-05-06,0.9999851497800181
2024-05-07,0.9999852059549644
2024-05-08,0.999985233480807
2024-05-09,0.9999853798879207
2024-05-10,0.9999852584877303
2024-05-13,0.9999855140939801
2024-05-14,0.9999856029723044
2024-05-15,0.9999857767486449
2024-05-16,0.9999857857388287
2024-05-17,0.999985787984599
2024-05-20,0.9999858750229036
2024-05-21,0.9999859712206727
2024-05-22,0.9999858646642851
2024-05-23,0.9999855606024685
2024-05-24,0.9999857962134032
2024-05-28,0.9999857969617296
2024-05-29,0.9999858193521749
2024-05-30,0.9999858934828053
2024-05-31,0.9999859639231753
2024-06-03,0.9999860926860074
2024-06-04,0.9999861155848003
2024-06-05,0.999986223329061
2024-06-06,0.9999861248649572
2024-06-07,0.9999862946992203
2024-06-10,0.9999860271540575
2024-06-11,0.9999869735043525
2024-06-12,0.9999873354325912
2024-06-13,0.999987404594903
2024-06-14,0.999987300864476
2024-06-17,0.9999875458528584
2024-06-18,0.9999874075330178
2024-06-20,0.9999871306800254
2024-06-21,0.9999869948504504
2024-06-24,0.9999870354632988
2024-06-25,0.999987093132816
2024-06-26,0.9999873461219255
2024-06-27,0.999987396358907
2024-06-28,0.9999871881153948
2024-07-01,0.9999875504495929
2024-07-02,0.9999877493960355
2024-07-03,0.999987820172686
2024-07-05,0.9999880779291429
2024-07-08,0.9999881553788237
2024-07-09,0.9999881999217695
2024-07-10,0.9999884177077839
2024-07-11,0.9999881423669149
2024-07-12,0.9999882951238882
2024-07-15,0.9999884878726509
2024-07-16,0.9999885084637093
2024-07-17,0.9999882102334254
2024-07-18,0.9999879630598076
2024-07-19,0.9999879700360557
2024-07-22,0.9999879512365987
2024-07-23,0.9999880074603357
2024-07-24,0.9999876524187389
2024-07-25,0.9999875928084192
2024-07-26,0.9999876195625155
2024-07-29,0.9999876354462418
2024-07-30,0.9999876670917374
2024-07-31,0.9999878492397569
2024-08-01,0.9999876422408367
2024-08-02,0.999987726550903
2024-08-05,0.9999871054676023
2024-08-06,0.9999869785332091
2024-08-07,0.9999871392677201
2024-08-08,0.9999873496810283
2024-08-09,0.999987521088129
2024-08-12,0.9999875950894757
2024-08-13,0.9999878047603159
2024-08-14,0.999987829511145
2024-08-15,0.9999879919845694
2024-08-16,0.9999880626348311
2024-08-19,0.9999880541793911
2024-08-20,0.9999880868766777
2024-08-21,0.9999880810885361
2024-08-22,0.9999879818232331
2024-08-23,0.999988104207421
2024-08-26,0.9999881220103878
2024-08-27,0.999988166286335
2024-08-28,0.9999880858252903
2024-08-29,0.9999882569213804
2024-08-30,0.9999882164111449
2024-09-03,0.9999878868747729
2024-09-04,0.9999877815684861
2024-09-05,0.9999878656316125
2024-09-06,0.9999877799086113
2024-09-09,0.9999877848868831
2024-09-10,0.9999877404908634
2024-09-11,0.9999878808906042
2024-09-12,0.9999878868747729
2024-09-13,0.9999878721756453
2024-09-16,0.9999875257031592
2024-09-17,0.9999875527462498
2024-09-18,0.9999877727100428
2024-09-19,0.999988209717799
2024-09-20,0.999988175101786
2024-09-23,0.9999880847729145
2024-09-24,0.9999881319361489
2024-09-25,0.9999880795090489
2024-09-26,0.9999881397609427
2024-09-27,0.9999881538181726
2024-09-30,0.9999884187021729
2024-10-01,0.9999880710783097
2024-10-02,0.9999881010602739
2024-10-03,0.9999880425337859
2024-10-04,0.9999881021097747
2024-10-07,0.9999878278642715
2024-10-08,0.9999880478303501
2024-10-09,0.9999882441317349
2024-10-10,0.9999882184686846
2024-10-11,0.9999881413245044
2024-10-14,0.9999883335835348
2024-10-15,0.9999884607977897
2024-10-16,0.9999883577433626
2024-10-17,0.9999883762982975
2024-10-18,0.9999885172652779
2024-10-21,0.9999885891284576
2024-10-22,0.9999885591335297
2024-10-23,0.9999883062829148
2024-10-24,0.9999882966475316
2024-10-25,0.9999883391290944
2024-10-28,0.9999884385496237
2024-10-29,0.9999884519086555
2024-10-30,0.9999882727425977
2024-10-31,0.9999880552371778
2024-11-01,0.9999878944823706
2024-11-04,0.9999878454082544
2024-11-05,0.9999879237364292
2024-11-06,0.9999878841552781
2024-11-07,0.9999881376750218
2024-11-08,0.9999881104975229
2024-11-11,0.9999879657440002
2024-11-12,0.9999879657440002
2024-11-13,0.9999880133201923
2024-11-14,0.999988176138267
2024-11-15,0.9999880069276331
2024-11-18,0.9999881657676493
2024-11-19,0.9999881792458298
2024-11-20,0.9999882164111449
2024-11-21,0.9999881916605523
2024-11-22,0.9999882610082851
2024-11-25,0.9999884122367293
2024-11-26,0.9999885201961388
2024-11-27,0.9999885138435509
2024-11-29,0.9999886299964477
2024-12-02,0.9999887372457342
2024-12-03,0.9999888792758936
2024-12-04,0.9999888957502077
2024-12-05,0.9999888971208061
2024-12-06,0.9999888879768543
2024-12-09,0.9999890640561896
2024-12-10,0.9999891090761186
2024-12-11,0.9999890525212222
2024-12-12,0.9999891174213337
2024-12-13,0.9999891248770958
2024-12-16,0.9999892509372545
2024-12-17,0.9999893544068008
2024-12-18,0.9999891213696569
2024-12-19,0.9999891971473365
2024-12-20,0.9999893966561577
2024-12-23,0.9999894290552164
2024-12-24,0.9999895490111688
2024-12-26,0.9999895820954073
2024-12-27,0.999989442289626
2024-12-30,0.9999893003774561
2024-12-31,0.0
