timestamp,code,side,price,qty,reason,pnl,holding_days,holding_bars,return_pct
2024-01-03,AAPL.US,buy,184.3121,542.55,signal,0.0,0,0.0,0.0
2024-12-31,AAPL.US,sell,250.2948,542.55,end_of_backtest,35798.9014,363,250.00000000000003,35.8
