final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio,tracking_error,benchmark_beta,avg_turnover,total_turnover,benchmark_ticker,rebalance_count,rebalance_turnover_mean,rebalance_turnover_max,position_adjustment,rebalance_tolerance,dropped_target_adjustment_count,dropped_target_adjustments,risk_xray_hhi,risk_xray_effective_n,risk_xray_annualized_vol,risk_xray_max_drawdown,risk_xray_avg_invested
135798.90137843438,0.3579890137843438,0.3579890137843438,-0.15462432912494398,1.4799454078529468,2.3152,2.3417,1.0,0.0,0.0,0,250.0,1,0.239987,0.118002,0.57,0.189285,0.9488,0.003969,1.000156,SPY,1,0.5,0.5,hold,0.0,0,[],1.0,1.0,0.22422576658562915,-0.1546264668936324,0.9920503666085944
