final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio,tracking_error,benchmark_beta,avg_turnover,total_turnover,rebalance_count,rebalance_turnover_mean,rebalance_turnover_max,position_adjustment,rebalance_tolerance,dropped_target_adjustment_count,dropped_target_adjustments,risk_xray_hhi,risk_xray_effective_n,risk_xray_annualized_vol,risk_xray_max_drawdown,risk_xray_avg_invested
26402990.940559294,25.402990940559295,0.4263349325367407,-0.5538632556474878,1.1378281774698293,0.7697,1.4923,1.0,0.0,0.0,0,1922.0,8,31.421113,-6.018122,-0.1914,0.139874,0.9046,0.000439,1.020867,1,0.5,0.5,hold,0.0,0,[],0.14962997422166713,6.683152925753798,0.39474548259809483,-0.5478919684274962,0.8273783482900932
