final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio,tracking_error,benchmark_beta,avg_turnover,total_turnover,rebalance_count,rebalance_turnover_mean,rebalance_turnover_max,position_adjustment,rebalance_tolerance,dropped_target_adjustment_count,dropped_target_adjustments,risk_xray_hhi,risk_xray_effective_n,risk_xray_annualized_vol,risk_xray_max_drawdown,risk_xray_avg_invested
25485370.247050207,24.485370247050206,0.42087221947947806,-0.49877214926083546,1.1789640123497225,0.8438,1.5264,0.8322946175637393,4.3029,21.3548,157,146.8,7060,31.421113,-6.935743,-0.3076,0.126993,0.8589,0.005747,13.350839,92,0.03635503447719085,0.495,rebalance,0.0,0,[],0.12708121256429317,7.868983776764627,0.37905036551263066,-0.5114857034506463,0.8190984122416768
