trade_date,open,high,low,close,volume
2017-06-01,3.574590410731282,3.5755767363194138,3.5136949745751664,3.559058427810669,503340000.0
2017-06-02,3.556099985536012,3.582233264386071,3.535390674601021,3.5413076877593994,487456000.0
2017-06-05,3.525036010434045,3.661865822567024,3.5134486243272063,3.649045705795288,817376000.0
2017-06-06,3.644361380828226,3.6904645196567034,3.619214427939358,3.6325275897979736,758728000.0
2017-06-07,3.656935286118038,3.6951489978313856,3.641403302313402,3.676411867141724,612612000.0
2017-06-08,3.783409770887546,3.9446472988222174,3.742237559848995,3.943168163299561,1161744000.0
2017-06-09,4.061508298638513,4.154207388292023,3.51936543267851,3.6882457733154297,3692928000.0
2017-06-12,3.5965329768704746,3.740019496893989,3.503587241795311,3.6973679065704346,1697532000.0
2017-06-13,3.806584329698064,3.815706487834912,3.5908614424566947,3.732622385025024,1672504000.0
2017-06-14,3.735581207219522,3.798202413454383,3.66112597597804,3.740511894226074,1184640000.0
2017-06-15,3.623158486538862,3.78686123664502,3.6118175073109215,3.756536960601807,963824000.0
2017-06-16,3.766152819972812,3.81398173889471,3.704024647461991,3.738047122955322,924960000.0
2017-06-19,3.7821771054010727,3.8837519368537095,3.778479148971218,3.8785746097564697,778176000.0
2017-06-20,3.920732731158925,3.987545170280228,3.868712822433157,3.872903823852539,1095444000.0
2017-06-21,3.900517527608952,3.935279689574897,3.8386357584099504,3.931581497192383,682652000.0
2017-06-22,3.93971682495752,3.953030221772248,3.880547165173672,3.904461622238159,469132000.0
2017-06-23,3.912104742758777,3.927883367062651,3.7774935084634222,3.7925326824188232,1088588000.0
2017-06-26,3.8253217671888624,3.8608236069724775,3.656934727149721,3.751113176345825,1063960000.0
2017-06-27,3.7336089593318382,3.742237838321026,3.608119901061961,3.613790273666382,999492000.0
2017-06-28,3.681343303300948,3.745936944076896,3.5933282458972347,3.741252660751343,994948000.0
2017-06-29,3.712900165368525,3.7158584370447887,3.5521556483239505,3.616256237030029,1064424000.0
2017-06-30,3.63351371740465,3.6470735195796826,3.5378561221156817,3.5639894008636475,731060000.0
2017-07-03,3.5760696175737685,3.590861914404817,3.416557853152628,3.435048341751098,709072000.0
2017-07-05,3.498409435323804,3.555606915293533,3.4794259004335344,3.526761770248413,820188000.0
2017-07-06,3.4976702042012024,3.584205879878552,3.445650048669037,3.537363052368164,746284000.0
2017-07-07,3.5940678077019577,3.6364727612777545,3.571139437194877,3.618228673934937,654972000.0
2017-07-10,3.6916973695128217,3.796723532064029,3.6655640901880857,3.789327383041382,958492000.0
2017-07-11,3.793025629895059,3.8507161573913433,3.751113726295828,3.8430733680725098,757956000.0
2017-07-12,3.902735437994072,4.018609284166019,3.859837450895551,4.006528854370117,1145208000.0
2017-07-13,4.018609297375198,4.099967630111991,3.913829790297327,3.960179328918457,1369132000.0
2017-07-14,3.976451576920352,4.06816457721264,3.9695484731477424,4.066685676574707,941948000.0
2017-07-17,4.100707495383947,4.129552873332304,3.98779191495828,4.049427032470703,930792000.0
2017-07-18,3.988531434281222,4.1061315270282215,3.97669740944948,4.091585636138916,776640000.0
2017-07-19,4.100707829643317,4.127087748612837,4.058303117386156,4.070383548736572,687044000.0
2017-07-20,4.090847506364706,4.129800676822762,4.041046397312821,4.129554271697998,699596000.0
2017-07-21,4.109089609067599,4.173929867389361,4.094790123867245,4.144344806671143,648332000.0
2017-07-24,4.151496348793714,4.161111320810862,4.085669975349175,4.09627103805542,652524000.0
