final_value,total_return,annual_return,max_drawdown,sharpe,calmar,sortino,win_rate,profit_loss_ratio,profit_factor,max_consecutive_loss,avg_holding_days,trade_count,benchmark_return,excess_return,information_ratio,tracking_error,benchmark_beta,avg_turnover,total_turnover,rebalance_count,rebalance_turnover_mean,rebalance_turnover_max,position_adjustment,rebalance_tolerance,dropped_target_adjustment_count,dropped_target_adjustments,risk_xray_hhi,risk_xray_effective_n,risk_xray_annualized_vol,risk_xray_max_drawdown,risk_xray_avg_invested
10508795.22181418,9.50879522181418,0.29067971329900044,-0.4537159363257211,1.0122145224988235,0.6407,1.1994,0.9244086390126842,0.3611,4.416,20,93.0,5834,31.421113,-21.912318,-0.6326,0.241776,0.5971,0.015915,36.971058,57,0.49500000000000005,0.495,rebalance,0.0,0,[],0.12500000625907406,7.99999959941928,0.38532039221486253,-0.5191869645464782,0.6699313241838287
