,IC
2014-01-15,-0.13441383416553956
2014-01-16,0.0620640969495268
2014-01-17,-0.04639320420118896
2014-01-21,0.12258550699750012
2014-01-22,-0.2531905086327374
2014-01-23,-0.365773322214736
2014-01-24,-0.17785430826977763
2014-01-27,0.2072683826262041
2014-01-28,-0.15250889185115718
2014-01-29,0.2603343971768056
2014-01-30,-0.12904322527209755
2014-01-31,-0.27501484003835497
2014-02-03,0.04875632642479156
2014-02-04,0.041418581582342864
2014-02-05,0.05088429199202985
2014-02-06,0.282678792134249
2014-02-07,-0.1955306271781118
2014-02-10,0.05009577657355987
2014-02-11,0.15692001027030442
2014-02-12,0.05936598724744799
2014-02-13,-0.15997287595617274
2014-02-14,0.1890986685988818
2014-02-18,-0.1657388341419375
2014-02-19,0.16682729068594465
2014-02-20,0.05549542132060496
2014-02-21,0.23517557462969252
2014-02-24,-0.10515949738477523
2014-02-25,-0.042440511107831196
2014-02-26,0.08176603159509895
2014-02-27,-0.15571944153549144
2014-02-28,0.014885637489049888
2014-03-03,0.4585227321584425
2014-03-04,0.11863505218597675
2014-03-05,0.05401682985019088
2014-03-06,-0.013820622655286078
2014-03-07,-0.06338244276317792
2014-03-10,-0.24600253075686482
2014-03-11,-0.0012099569155692917
2014-03-12,-0.2600361636445773
2014-03-13,-0.07681704814612454
2014-03-14,0.13582368936177291
2014-03-17,0.2421974901937843
2014-03-18,0.04088760168662279
2014-03-19,0.08794232352876202
2014-03-20,-0.310088228382692
2014-03-21,-0.3435549595470689
2014-03-24,-0.12929656867869357
2014-03-25,-0.27920128128416977
2014-03-26,-0.2750293672025626
2014-03-27,-0.01179855433704331
2014-03-28,0.16071560289532774
2014-03-31,0.3881137150877918
2014-04-01,-0.005131916149153343
2014-04-02,-0.26248767604096596
2014-04-03,-0.5670341033107928
2014-04-04,-0.4301922146178574
2014-04-07,-0.0888691771759624
2014-04-08,0.5392973952037488
2014-04-09,-0.5841182816199284
2014-04-10,-0.2378354615300093
2014-04-11,-0.047573740446448874
2014-04-14,-0.03492817481325677
2014-04-15,0.3665544032812324
2014-04-16,0.3113868210753711
2014-04-17,0.19136621883579827
2014-04-21,0.27379092648641584
2014-04-22,-0.05779443281732339
2014-04-23,-0.1794331299075544
2014-04-24,-0.45760287115909387
2014-04-25,-0.422383971278457
2014-04-28,0.3072807195186408
2014-04-29,0.17601312562514887
2014-04-30,-0.003955614115946458
2014-05-01,0.18817953092650894
2014-05-02,0.09978510873698297
2014-05-05,-0.16191426545347268
2014-05-06,-0.19091421419403107
2014-05-07,-0.07698765108979583
2014-05-08,0.07284899944633379
2014-05-09,0.4480340150843951
2014-05-12,-0.12052052490259126
2014-05-13,-0.24337243562615601
2014-05-14,-0.2121246092722845
2014-05-15,-0.03300773884964362
2014-05-16,0.3641573410168843
2014-05-19,-0.1489426011207019
2014-05-20,0.26154215529033453
2014-05-21,0.1341119949342516
2014-05-22,0.2836639456143317
2014-05-23,0.2256197675949635
2014-05-27,0.007274021589323272
